Day,L,M,S,SD4neg,SD3neg,SD2neg,SD1neg,SD0,SD1,SD2,SD3,SD4
740,1,87.3854,0.03518,75.089,78.163,81.237,84.311,87.385,90.46,93.534,96.608,99.682
741,1,87.4136,0.03519,75.109,78.185,81.261,84.338,87.414,90.49,93.566,96.642,99.718
742,1,87.4419,0.03521,75.127,78.205,81.284,84.363,87.442,90.521,93.6,96.678,99.757
743,1,87.4701,0.03522,75.147,78.228,81.309,84.389,87.47,90.551,93.631,96.712,99.793
744,1,87.4982,0.03523,75.168,78.251,81.333,84.416,87.498,90.581,93.663,96.746,99.828
745,1,87.5264,0.03524,75.189,78.273,81.358,84.442,87.526,90.611,93.695,96.78,99.864
746,1,87.5545,0.03525,75.209,78.296,81.382,84.468,87.554,90.641,93.727,96.813,99.9
747,1,87.5826,0.03526,75.23,78.318,81.406,84.494,87.583,90.671,93.759,96.847,99.935
748,1,87.6107,0.03527,75.251,78.341,81.431,84.521,87.611,90.701,93.791,96.881,99.971
749,1,87.6388,0.03528,75.271,78.363,81.455,84.547,87.639,90.731,93.823,96.914,100.006
750,1,87.6668,0.0353,75.288,78.383,81.478,84.572,87.667,90.761,93.856,96.951,100.045
751,1,87.6948,0.03531,75.309,78.405,81.502,84.598,87.695,90.791,93.888,96.984,100.081
752,1,87.7228,0.03532,75.329,78.428,81.526,84.624,87.723,90.821,93.92,97.018,100.116
753,1,87.7508,0.03533,75.35,78.45,81.55,84.651,87.751,90.851,93.951,97.052,100.152
754,1,87.7788,0.03534,75.37,78.472,81.575,84.677,87.779,90.881,93.983,97.085,100.187
755,1,87.8067,0.03535,75.391,78.495,81.599,84.703,87.807,90.911,94.015,97.119,100.223
756,1,87.8346,0.03536,75.411,78.517,81.623,84.729,87.835,90.94,94.046,97.152,100.258
757,1,87.8625,0.03538,75.428,78.537,81.645,84.754,87.862,90.971,94.08,97.188,100.297
758,1,87.8903,0.03539,75.449,78.559,81.669,84.78,87.89,91.001,94.111,97.222,100.332
759,1,87.9181,0.0354,75.469,78.581,81.693,84.806,87.918,91.03,94.143,97.255,100.367
760,1,87.946,0.03541,75.489,78.603,81.718,84.832,87.946,91.06,94.174,97.289,100.403
761,1,87.9737,0.03542,75.51,78.626,81.742,84.858,87.974,91.09,94.206,97.322,100.438
762,1,88.0015,0.03543,75.53,78.648,81.766,84.884,88.002,91.119,94.237,97.355,100.473
763,1,88.0292,0.03544,75.55,78.67,81.79,84.909,88.029,91.149,94.269,97.388,100.508
764,1,88.057,0.03545,75.571,78.692,81.814,84.935,88.057,91.179,94.3,97.422,100.543
765,1,88.0846,0.03547,75.587,78.712,81.836,84.96,88.085,91.209,94.333,97.458,100.582
766,1,88.1123,0.03548,75.607,78.734,81.86,84.986,88.112,91.239,94.365,97.491,100.617
767,1,88.14,0.03549,75.628,78.756,81.884,85.012,88.14,91.268,94.396,97.524,100.652
768,1,88.1676,0.0355,75.648,78.778,81.908,85.038,88.168,91.298,94.427,97.557,100.687
769,1,88.1952,0.03551,75.668,78.8,81.932,85.063,88.195,91.327,94.459,97.591,100.722
770,1,88.2228,0.03552,75.688,78.822,81.955,85.089,88.223,91.356,94.49,97.624,100.757
771,1,88.2503,0.03553,75.708,78.844,81.979,85.115,88.25,91.386,94.521,97.657,100.792
772,1,88.2778,0.03555,75.725,78.863,82.001,85.14,88.278,91.416,94.554,97.693,100.831
773,1,88.3053,0.03556,75.745,78.885,82.025,85.165,88.305,91.445,94.586,97.726,100.866
774,1,88.3328,0.03557,75.765,78.907,82.049,85.191,88.333,91.475,94.617,97.759,100.901
775,1,88.3603,0.03558,75.785,78.929,82.073,85.216,88.36,91.504,94.648,97.792,100.936
776,1,88.3877,0.03559,75.805,78.951,82.096,85.242,88.388,91.533,94.679,97.825,100.971
777,1,88.4151,0.0356,75.825,78.972,82.12,85.268,88.415,91.563,94.71,97.858,101.005
778,1,88.4425,0.03561,75.845,78.994,82.144,85.293,88.442,91.592,94.741,97.891,101.04
779,1,88.4699,0.03562,75.865,79.016,82.167,85.319,88.47,91.621,94.772,97.924,101.075
780,1,88.4972,0.03564,75.881,79.035,82.189,85.343,88.497,91.651,94.805,97.959,101.113
781,1,88.5245,0.03565,75.901,79.057,82.213,85.369,88.524,91.68,94.836,97.992,101.148
782,1,88.5518,0.03566,75.921,79.079,82.236,85.394,88.552,91.71,94.867,98.025,101.183
783,1,88.5791,0.03567,75.941,79.1,82.26,85.419,88.579,91.739,94.898,98.058,101.218
784,1,88.6063,0.03568,75.96,79.122,82.283,85.445,88.606,91.768,94.929,98.091,101.252
785,1,88.6335,0.03569,75.98,79.144,82.307,85.47,88.634,91.797,94.96,98.123,101.287
786,1,88.6607,0.0357,76,79.165,82.33,85.496,88.661,91.826,94.991,98.156,101.321
787,1,88.6879,0.03571,76.02,79.187,82.354,85.521,88.688,91.855,95.022,98.189,101.356
788,1,88.715,0.03572,76.039,79.208,82.377,85.546,88.715,91.884,95.053,98.222,101.391
789,1,88.7422,0.03574,76.056,79.227,82.399,85.571,88.742,91.914,95.085,98.257,101.429
790,1,88.7693,0.03575,76.075,79.249,82.422,85.596,88.769,91.943,95.116,98.29,101.463
791,1,88.7964,0.03576,76.095,79.27,82.446,85.621,88.796,91.972,95.147,98.322,101.498
792,1,88.8234,0.03577,76.115,79.292,82.469,85.646,88.823,92.001,95.178,98.355,101.532
793,1,88.8504,0.03578,76.134,79.313,82.492,85.671,88.85,92.029,95.209,98.388,101.567
794,1,88.8775,0.03579,76.154,79.335,82.516,85.697,88.878,92.058,95.239,98.42,101.601
795,1,88.9044,0.0358,76.173,79.356,82.539,85.722,88.904,92.087,95.27,98.453,101.636
796,1,88.9314,0.03581,76.193,79.377,82.562,85.747,88.931,92.116,95.301,98.485,101.67
797,1,88.9584,0.03582,76.212,79.399,82.585,85.772,88.958,92.145,95.331,98.518,101.704
798,1,88.9853,0.03584,76.228,79.418,82.607,85.796,88.985,92.175,95.364,98.553,101.742
799,1,89.0122,0.03585,76.248,79.439,82.63,85.821,89.012,92.203,95.394,98.585,101.777
800,1,89.0391,0.03586,76.267,79.46,82.653,85.846,89.039,92.232,95.425,98.618,101.811
801,1,89.0659,0.03587,76.287,79.482,82.676,85.871,89.066,92.261,95.455,98.65,101.845
802,1,89.0927,0.03588,76.306,79.503,82.699,85.896,89.093,92.289,95.486,98.683,101.879
803,1,89.1195,0.03589,76.326,79.524,82.723,85.921,89.12,92.318,95.516,98.715,101.913
804,1,89.1463,0.0359,76.345,79.545,82.746,85.946,89.146,92.347,95.547,98.747,101.948
805,1,89.1731,0.03591,76.364,79.566,82.769,85.971,89.173,92.375,95.578,98.78,101.982
806,1,89.1998,0.03592,76.384,79.588,82.792,85.996,89.2,92.404,95.608,98.812,102.016
807,1,89.2266,0.03593,76.403,79.609,82.815,86.021,89.227,92.433,95.638,98.844,102.05
808,1,89.2533,0.03595,76.419,79.627,82.836,86.045,89.253,92.462,95.671,98.879,102.088
809,1,89.2799,0.03596,76.438,79.648,82.859,86.069,89.28,92.49,95.701,98.911,102.122
810,1,89.3066,0.03597,76.457,79.67,82.882,86.094,89.307,92.519,95.731,98.944,102.156
811,1,89.3332,0.03598,76.476,79.691,82.905,86.119,89.333,92.547,95.762,98.976,102.19
812,1,89.3598,0.03599,76.496,79.712,82.928,86.144,89.36,92.576,95.792,99.008,102.224
813,1,89.3864,0.036,76.515,79.733,82.951,86.168,89.386,92.604,95.822,99.04,102.258
814,1,89.413,0.03601,76.534,79.754,82.973,86.193,89.413,92.633,95.853,99.072,102.292
815,1,89.4395,0.03602,76.553,79.775,82.996,86.218,89.44,92.661,95.883,99.104,102.326
816,1,89.466,0.03603,76.572,79.796,83.019,86.243,89.466,92.689,95.913,99.136,102.36
817,1,89.4925,0.03604,76.591,79.817,83.042,86.267,89.492,92.718,95.943,99.168,102.394
818,1,89.519,0.03605,76.61,79.838,83.065,86.292,89.519,92.746,95.973,99.2,102.428
819,1,89.5455,0.03607,76.626,79.856,83.086,86.316,89.546,92.775,96.005,99.235,102.465
820,1,89.5719,0.03608,76.645,79.877,83.108,86.34,89.572,92.804,96.035,99.267,102.499
821,1,89.5983,0.03609,76.664,79.897,83.131,86.365,89.598,92.832,96.066,99.299,102.533
822,1,89.6247,0.0361,76.683,79.918,83.154,86.389,89.625,92.86,96.096,99.331,102.567
823,1,89.651,0.03611,76.702,79.939,83.176,86.414,89.651,92.888,96.126,99.363,102.6
824,1,89.6774,0.03612,76.721,79.96,83.199,86.438,89.677,92.917,96.156,99.395,102.634
825,1,89.7037,0.03613,76.74,79.981,83.222,86.463,89.704,92.945,96.186,99.427,102.668
826,1,89.73,0.03614,76.759,80.001,83.244,86.487,89.73,92.973,96.216,99.459,102.701
827,1,89.7563,0.03615,76.778,80.022,83.267,86.512,89.756,93.001,96.246,99.49,102.735
828,1,89.7825,0.03616,76.796,80.043,83.289,86.536,89.782,93.029,96.276,99.522,102.769
829,1,89.8087,0.03617,76.815,80.064,83.312,86.56,89.809,93.057,96.305,99.554,102.802
830,1,89.8349,0.03618,76.834,80.084,83.334,86.585,89.835,93.085,96.335,99.586,102.836
831,1,89.8611,0.0362,76.849,80.102,83.355,86.608,89.861,93.114,96.367,99.62,102.873
832,1,89.8873,0.03621,76.868,80.123,83.378,86.632,89.887,93.142,96.397,99.652,102.907
833,1,89.9134,0.03622,76.887,80.143,83.4,86.657,89.913,93.17,96.427,99.683,102.94
834,1,89.9395,0.03623,76.905,80.164,83.422,86.681,89.94,93.198,96.457,99.715,102.974
835,1,89.9656,0.03624,76.924,80.185,83.445,86.705,89.966,93.226,96.486,99.747,103.007
836,1,89.9917,0.03625,76.943,80.205,83.467,86.73,89.992,93.254,96.516,99.778,103.04
837,1,90.0177,0.03626,76.962,80.226,83.49,86.754,90.018,93.282,96.546,99.81,103.074
838,1,90.0437,0.03627,76.98,80.246,83.512,86.778,90.044,93.31,96.575,99.841,103.107
839,1,90.0697,0.03628,76.999,80.267,83.534,86.802,90.07,93.337,96.605,99.873,103.141
840,1,90.0957,0.03629,77.017,80.287,83.557,86.826,90.096,93.365,96.635,99.904,103.174
841,1,90.1216,0.0363,77.036,80.307,83.579,86.85,90.122,93.393,96.664,99.936,103.207
842,1,90.1476,0.03631,77.055,80.328,83.601,86.874,90.148,93.421,96.694,99.967,103.241
843,1,90.1735,0.03632,77.073,80.348,83.623,86.898,90.174,93.449,96.724,99.999,103.274
844,1,90.1994,0.03633,77.092,80.369,83.646,86.922,90.199,93.476,96.753,100.03,103.307
845,1,90.2252,0.03634,77.11,80.389,83.668,86.946,90.225,93.504,96.783,100.062,103.34
846,1,90.251,0.03636,77.125,80.406,83.688,86.969,90.251,93.533,96.814,100.096,103.377
847,1,90.2769,0.03637,77.143,80.427,83.71,86.994,90.277,93.56,96.844,100.127,103.41
848,1,90.3026,0.03638,77.162,80.447,83.732,87.017,90.303,93.588,96.873,100.158,103.443
849,1,90.3284,0.03639,77.18,80.467,83.754,87.041,90.328,93.615,96.903,100.19,103.477
850,1,90.3541,0.0364,77.199,80.487,83.776,87.065,90.354,93.643,96.932,100.221,103.51
851,1,90.3799,0.03641,77.217,80.508,83.798,87.089,90.38,93.671,96.961,100.252,103.543
852,1,90.4056,0.03642,77.235,80.528,83.82,87.113,90.406,93.698,96.991,100.283,103.576
853,1,90.4312,0.03643,77.254,80.548,83.842,87.137,90.431,93.726,97.02,100.314,103.609
854,1,90.4569,0.03644,77.272,80.568,83.864,87.161,90.457,93.753,97.049,100.346,103.642
855,1,90.4825,0.03645,77.29,80.588,83.886,87.184,90.482,93.781,97.079,100.377,103.675
856,1,90.5081,0.03646,77.308,80.608,83.908,87.208,90.508,93.808,97.108,100.408,103.708
857,1,90.5337,0.03647,77.327,80.628,83.93,87.232,90.534,93.835,97.137,100.439,103.741
858,1,90.5592,0.03648,77.345,80.648,83.952,87.256,90.559,93.863,97.166,100.47,103.774
859,1,90.5848,0.03649,77.363,80.668,83.974,87.279,90.585,93.89,97.196,100.501,103.807
860,1,90.6103,0.0365,77.381,80.688,83.996,87.303,90.61,93.918,97.225,100.532,103.839
861,1,90.6358,0.03651,77.399,80.708,84.018,87.327,90.636,93.945,97.254,100.563,103.872
862,1,90.6612,0.03652,77.417,80.728,84.039,87.35,90.661,93.972,97.283,100.594,103.905
863,1,90.6867,0.03653,77.436,80.748,84.061,87.374,90.687,93.999,97.312,100.625,103.938
864,1,90.7121,0.03654,77.454,80.768,84.083,87.397,90.712,94.027,97.341,100.656,103.971
865,1,90.7375,0.03655,77.472,80.788,84.105,87.421,90.738,94.054,97.37,100.687,104.003
866,1,90.7628,0.03656,77.49,80.808,84.126,87.445,90.763,94.081,97.399,100.718,104.036
867,1,90.7882,0.03657,77.508,80.828,84.148,87.468,90.788,94.108,97.428,100.749,104.069
868,1,90.8135,0.03659,77.522,80.845,84.168,87.491,90.814,94.136,97.459,100.782,104.105
869,1,90.8388,0.0366,77.54,80.865,84.189,87.514,90.839,94.164,97.488,100.813,104.138
870,1,90.8641,0.03661,77.558,80.884,84.211,87.538,90.864,94.191,97.517,100.844,104.17
871,1,90.8893,0.03662,77.576,80.904,84.233,87.561,90.889,94.218,97.546,100.874,104.203
872,1,90.9146,0.03663,77.594,80.924,84.254,87.584,90.915,94.245,97.575,100.905,104.235
873,1,90.9398,0.03664,77.612,80.944,84.276,87.608,90.94,94.272,97.604,100.936,104.268
874,1,90.965,0.03665,77.63,80.963,84.297,87.631,90.965,94.299,97.633,100.967,104.3
875,1,90.9901,0.03666,77.647,80.983,84.319,87.654,90.99,94.326,97.661,100.997,104.333
876,1,91.0153,0.03667,77.665,81.003,84.34,87.678,91.015,94.353,97.69,101.028,104.365
877,1,91.0404,0.03668,77.683,81.022,84.362,87.701,91.04,94.38,97.719,101.058,104.398
878,1,91.0655,0.03669,77.701,81.042,84.383,87.724,91.066,94.407,97.748,101.089,104.43
879,1,91.0905,0.0367,77.718,81.061,84.404,87.747,91.09,94.434,97.777,101.12,104.463
880,1,91.1156,0.03671,77.736,81.081,84.426,87.771,91.116,94.46,97.805,101.15,104.495
881,1,91.1406,0.03672,77.754,81.101,84.447,87.794,91.141,94.487,97.834,101.181,104.527
882,1,91.1656,0.03673,77.772,81.12,84.469,87.817,91.166,94.514,97.863,101.211,104.56
883,1,91.1906,0.03674,77.789,81.14,84.49,87.84,91.191,94.541,97.891,101.242,104.592
884,1,91.2155,0.03675,77.807,81.159,84.511,87.863,91.216,94.568,97.92,101.272,104.624
885,1,91.2405,0.03676,77.824,81.178,84.532,87.886,91.24,94.595,97.949,101.303,104.657
886,1,91.2654,0.03677,77.842,81.198,84.554,87.91,91.265,94.621,97.977,101.333,104.689
887,1,91.2903,0.03678,77.86,81.217,84.575,87.933,91.29,94.648,98.006,101.363,104.721
888,1,91.3151,0.03679,77.877,81.237,84.596,87.956,91.315,94.675,98.034,101.394,104.753
889,1,91.34,0.0368,77.895,81.256,84.617,87.979,91.34,94.701,98.063,101.424,104.785
890,1,91.3648,0.03681,77.912,81.275,84.639,88.002,91.365,94.728,98.091,101.454,104.817
891,1,91.3896,0.03682,77.93,81.295,84.66,88.025,91.39,94.755,98.12,101.484,104.849
892,1,91.4144,0.03683,77.947,81.314,84.681,88.048,91.414,94.781,98.148,101.515,104.882
893,1,91.4391,0.03684,77.965,81.333,84.702,88.07,91.439,94.808,98.176,101.545,104.914
894,1,91.4639,0.03685,77.982,81.353,84.723,88.093,91.464,94.834,98.205,101.575,104.946
895,1,91.4886,0.03686,78,81.372,84.744,88.116,91.489,94.861,98.233,101.605,104.978
896,1,91.5133,0.03687,78.017,81.391,84.765,88.139,91.513,94.887,98.261,101.636,105.01
897,1,91.5379,0.03688,78.034,81.41,84.786,88.162,91.538,94.914,98.29,101.666,105.042
898,1,91.5626,0.03689,78.052,81.429,84.807,88.185,91.563,94.94,98.318,101.696,105.074
899,1,91.5872,0.0369,78.069,81.448,84.828,88.208,91.587,94.967,98.346,101.726,105.105
900,1,91.6118,0.03691,78.086,81.468,84.849,88.23,91.612,94.993,98.375,101.756,105.137
901,1,91.6364,0.03692,78.104,81.487,84.87,88.253,91.636,95.02,98.403,101.786,105.169
902,1,91.6609,0.03693,78.121,81.506,84.891,88.276,91.661,95.046,98.431,101.816,105.201
903,1,91.6855,0.03694,78.138,81.525,84.912,88.299,91.686,95.072,98.459,101.846,105.233
904,1,91.71,0.03695,78.155,81.544,84.933,88.321,91.71,95.099,98.487,101.876,105.265
905,1,91.7345,0.03696,78.172,81.563,84.953,88.344,91.734,95.125,98.516,101.906,105.297
906,1,91.759,0.03697,78.19,81.582,84.974,88.367,91.759,95.151,98.544,101.936,105.328
907,1,91.7834,0.03698,78.207,81.601,84.995,88.389,91.783,95.178,98.572,101.966,105.36
908,1,91.8078,0.03699,78.224,81.62,85.016,88.412,91.808,95.204,98.6,101.996,105.392
909,1,91.8323,0.037,78.241,81.639,85.037,88.435,91.832,95.23,98.628,102.026,105.423
910,1,91.8566,0.03701,78.258,81.658,85.057,88.457,91.857,95.256,98.656,102.055,105.455
911,1,91.881,0.03702,78.275,81.677,85.078,88.48,91.881,95.282,98.684,102.085,105.487
912,1,91.9053,0.03703,78.292,81.696,85.099,88.502,91.905,95.309,98.712,102.115,105.518
913,1,91.9297,0.03704,78.309,81.714,85.12,88.525,91.93,95.335,98.74,102.145,105.55
914,1,91.954,0.03705,78.326,81.733,85.14,88.547,91.954,95.361,98.768,102.175,105.582
915,1,91.9783,0.03706,78.343,81.752,85.161,88.57,91.978,95.387,98.796,102.204,105.613
916,1,92.0025,0.03707,78.36,81.771,85.181,88.592,92.002,95.413,98.824,102.234,105.645
917,1,92.0268,0.03708,78.377,81.79,85.202,88.614,92.027,95.439,98.852,102.264,105.676
918,1,92.051,0.03709,78.394,81.808,85.223,88.637,92.051,95.465,98.879,102.294,105.708
919,1,92.0752,0.0371,78.411,81.827,85.243,88.659,92.075,95.491,98.907,102.323,105.739
920,1,92.0993,0.03711,78.428,81.846,85.264,88.681,92.099,95.517,98.935,102.353,105.771
921,1,92.1235,0.03711,78.449,81.867,85.286,88.705,92.124,95.542,98.961,102.38,105.798
922,1,92.1476,0.03712,78.466,81.886,85.307,88.727,92.148,95.568,98.989,102.409,105.83
923,1,92.1717,0.03713,78.482,81.905,85.327,88.749,92.172,95.594,99.016,102.439,105.861
924,1,92.1958,0.03714,78.499,81.923,85.347,88.772,92.196,95.62,99.044,102.468,105.892
925,1,92.2199,0.03715,78.516,81.942,85.368,88.794,92.22,95.646,99.072,102.498,105.924
926,1,92.244,0.03716,78.533,81.961,85.388,88.816,92.244,95.672,99.1,102.527,105.955
927,1,92.268,0.03717,78.55,81.979,85.409,88.838,92.268,95.698,99.127,102.557,105.986
928,1,92.292,0.03718,78.566,81.998,85.429,88.861,92.292,95.723,99.155,102.586,106.018
929,1,92.316,0.03719,78.583,82.016,85.45,88.883,92.316,95.749,99.182,102.616,106.049
930,1,92.34,0.0372,78.6,82.035,85.47,88.905,92.34,95.775,99.21,102.645,106.08
931,1,92.3639,0.03721,78.616,82.053,85.49,88.927,92.364,95.801,99.238,102.674,106.111
932,1,92.3879,0.03722,78.633,82.072,85.511,88.949,92.388,95.827,99.265,102.704,106.143
933,1,92.4118,0.03723,78.65,82.09,85.531,88.971,92.412,95.852,99.293,102.733,106.174
934,1,92.4357,0.03724,78.666,82.109,85.551,88.993,92.436,95.878,99.32,102.763,106.205
935,1,92.4595,0.03725,78.683,82.127,85.571,89.015,92.46,95.904,99.348,102.792,106.236
936,1,92.4834,0.03726,78.7,82.146,85.592,89.037,92.483,95.929,99.375,102.821,106.267
937,1,92.5072,0.03727,78.716,82.164,85.612,89.059,92.507,95.955,99.403,102.85,106.298
938,1,92.531,0.03728,78.733,82.182,85.632,89.081,92.531,95.981,99.43,102.88,106.329
939,1,92.5548,0.03729,78.749,82.201,85.652,89.103,92.555,96.006,99.458,102.909,106.36
940,1,92.5786,0.0373,78.766,82.219,85.672,89.125,92.579,96.032,99.485,102.938,106.391
941,1,92.6023,0.0373,78.786,82.24,85.694,89.148,92.602,96.056,99.51,102.964,106.419
942,1,92.6261,0.03731,78.803,82.258,85.714,89.17,92.626,96.082,99.538,102.994,106.45
943,1,92.6498,0.03732,78.819,82.277,85.734,89.192,92.65,96.107,99.565,103.023,106.481
944,1,92.6735,0.03733,78.835,82.295,85.754,89.214,92.674,96.133,99.593,103.052,106.512
945,1,92.6971,0.03734,78.852,82.313,85.774,89.236,92.697,96.158,99.62,103.081,106.542
946,1,92.7208,0.03735,78.868,82.331,85.795,89.258,92.721,96.184,99.647,103.11,106.573
947,1,92.7444,0.03736,78.885,82.35,85.815,89.279,92.744,96.209,99.674,103.139,106.604
948,1,92.768,0.03737,78.901,82.368,85.835,89.301,92.768,96.235,99.701,103.168,106.635
949,1,92.7916,0.03738,78.917,82.386,85.854,89.323,92.792,96.26,99.729,103.197,106.666
950,1,92.8152,0.03739,78.934,82.404,85.874,89.345,92.815,96.286,99.756,103.226,106.697
951,1,92.8388,0.0374,78.95,82.422,85.894,89.367,92.839,96.311,99.783,103.255,106.727
952,1,92.8623,0.03741,78.966,82.44,85.914,89.388,92.862,96.336,99.81,103.284,106.758
953,1,92.8858,0.03742,78.983,82.458,85.934,89.41,92.886,96.362,99.837,103.313,106.789
954,1,92.9093,0.03743,78.999,82.477,85.954,89.432,92.909,96.387,99.864,103.342,106.82
955,1,92.9328,0.03743,79.019,82.497,85.976,89.454,92.933,96.411,99.89,103.368,106.847
956,1,92.9562,0.03744,79.035,82.515,85.996,89.476,92.956,96.436,99.917,103.397,106.877
957,1,92.9797,0.03745,79.051,82.533,86.016,89.498,92.98,96.462,99.944,103.426,106.908
958,1,93.0031,0.03746,79.068,82.551,86.035,89.519,93.003,96.487,99.971,103.455,106.939
959,1,93.0265,0.03747,79.084,82.569,86.055,89.541,93.026,96.512,99.998,103.484,106.969
960,1,93.0499,0.03748,79.1,82.587,86.075,89.562,93.05,96.537,100.025,103.512,107
961,1,93.0732,0.03749,79.116,82.605,86.095,89.584,93.073,96.563,100.052,103.541,107.03
962,1,93.0966,0.0375,79.132,82.623,86.114,89.605,93.097,96.588,100.079,103.57,107.061
963,1,93.1199,0.03751,79.148,82.641,86.134,89.627,93.12,96.613,100.106,103.599,107.092
964,1,93.1432,0.03752,79.164,82.659,86.154,89.648,93.143,96.638,100.133,103.627,107.122
965,1,93.1665,0.03753,79.18,82.677,86.173,89.67,93.166,96.663,100.16,103.656,107.153
966,1,93.1898,0.03753,79.2,82.698,86.195,89.692,93.19,96.687,100.185,103.682,107.179
967,1,93.213,0.03754,79.216,82.715,86.215,89.714,93.213,96.712,100.211,103.711,107.21
968,1,93.2363,0.03755,79.232,82.733,86.234,89.735,93.236,96.737,100.238,103.739,107.24
969,1,93.2595,0.03756,79.248,82.751,86.254,89.757,93.26,96.762,100.265,103.768,107.271
970,1,93.2827,0.03757,79.264,82.769,86.273,89.778,93.283,96.787,100.292,103.797,107.301
971,1,93.3059,0.03758,79.28,82.787,86.293,89.799,93.306,96.812,100.319,103.825,107.332
972,1,93.329,0.03759,79.296,82.804,86.313,89.821,93.329,96.837,100.345,103.854,107.362
973,1,93.3522,0.0376,79.312,82.822,86.332,89.842,93.352,96.862,100.372,103.882,107.392
974,1,93.3753,0.03761,79.328,82.84,86.352,89.863,93.375,96.887,100.399,103.911,107.423
975,1,93.3984,0.03762,79.344,82.857,86.371,89.885,93.398,96.912,100.426,103.939,107.453
976,1,93.4215,0.03762,79.363,82.878,86.392,89.907,93.422,96.936,100.451,103.965,107.48
977,1,93.4446,0.03763,79.379,82.896,86.412,89.928,93.445,96.961,100.477,103.994,107.51
978,1,93.4676,0.03764,79.395,82.913,86.431,89.949,93.468,96.986,100.504,104.022,107.54
979,1,93.4906,0.03765,79.411,82.931,86.451,89.971,93.491,97.011,100.53,104.05,107.57
980,1,93.5137,0.03766,79.427,82.949,86.47,89.992,93.514,97.035,100.557,104.079,107.601
981,1,93.5367,0.03767,79.443,82.966,86.49,90.013,93.537,97.06,100.584,104.107,107.631
982,1,93.5596,0.03768,79.458,82.984,86.509,90.034,93.56,97.085,100.61,104.136,107.661
983,1,93.5826,0.03769,79.474,83.001,86.528,90.055,93.583,97.11,100.637,104.164,107.691
984,1,93.6056,0.03769,79.494,83.022,86.55,90.078,93.606,97.134,100.662,104.19,107.718
985,1,93.6285,0.0377,79.509,83.039,86.569,90.099,93.628,97.158,100.688,104.218,107.748
986,1,93.6514,0.03771,79.525,83.057,86.588,90.12,93.651,97.183,100.715,104.246,107.778
987,1,93.6743,0.03772,79.541,83.074,86.608,90.141,93.674,97.208,100.741,104.274,107.808
988,1,93.6972,0.03773,79.556,83.092,86.627,90.162,93.697,97.232,100.768,104.303,107.838
989,1,93.7201,0.03774,79.572,83.109,86.646,90.183,93.72,97.257,100.794,104.331,107.868
990,1,93.7429,0.03775,79.588,83.127,86.665,90.204,93.743,97.282,100.82,104.359,107.898
991,1,93.7658,0.03776,79.603,83.144,86.685,90.225,93.766,97.306,100.847,104.388,107.928
992,1,93.7886,0.03776,79.623,83.164,86.706,90.247,93.789,97.33,100.872,104.413,107.954
993,1,93.8114,0.03777,79.638,83.182,86.725,90.268,93.811,97.355,100.898,104.441,107.984
994,1,93.8342,0.03778,79.654,83.199,86.744,90.289,93.834,97.379,100.924,104.469,108.014
995,1,93.8569,0.03779,79.669,83.216,86.763,90.31,93.857,97.404,100.951,104.497,108.044
996,1,93.8797,0.0378,79.685,83.234,86.782,90.331,93.88,97.428,100.977,104.526,108.074
997,1,93.9024,0.03781,79.701,83.251,86.802,90.352,93.902,97.453,101.003,104.554,108.104
998,1,93.9252,0.03782,79.716,83.268,86.821,90.373,93.925,97.477,101.03,104.582,108.134
999,1,93.9479,0.03782,79.735,83.289,86.842,90.395,93.948,97.501,101.054,104.607,108.16
1000,1,93.9706,0.03783,79.751,83.306,86.861,90.416,93.971,97.526,101.08,104.635,108.19
1001,1,93.9932,0.03784,79.766,83.323,86.88,90.436,93.993,97.55,101.107,104.663,108.22
1002,1,94.0159,0.03785,79.782,83.34,86.899,90.457,94.016,97.574,101.133,104.691,108.25
1003,1,94.0385,0.03786,79.797,83.358,86.918,90.478,94.038,97.599,101.159,104.719,108.28
1004,1,94.0612,0.03787,79.813,83.375,86.937,90.499,94.061,97.623,101.185,104.747,108.31
1005,1,94.0838,0.03788,79.828,83.392,86.956,90.52,94.084,97.648,101.212,104.775,108.339
1006,1,94.1064,0.03788,79.847,83.412,86.977,90.542,94.106,97.671,101.236,104.801,108.365
1007,1,94.129,0.03789,79.863,83.429,86.996,90.562,94.129,97.696,101.262,104.829,108.395
1008,1,94.1516,0.0379,79.878,83.447,87.015,90.583,94.152,97.72,101.288,104.857,108.425
1009,1,94.1741,0.03791,79.894,83.464,87.034,90.604,94.174,97.744,101.314,104.885,108.455
1010,1,94.1967,0.03792,79.909,83.481,87.053,90.625,94.197,97.769,101.341,104.913,108.484
1011,1,94.2192,0.03793,79.924,83.498,87.072,90.645,94.219,97.793,101.367,104.94,108.514
1012,1,94.2417,0.03793,79.943,83.518,87.093,90.667,94.242,97.816,101.391,104.965,108.54
1013,1,94.2642,0.03794,79.959,83.535,87.111,90.688,94.264,97.841,101.417,104.993,108.57
1014,1,94.2867,0.03795,79.974,83.552,87.13,90.709,94.287,97.865,101.443,105.021,108.599
1015,1,94.3092,0.03796,79.989,83.569,87.149,90.729,94.309,97.889,101.469,105.049,108.629
1016,1,94.3317,0.03797,80.005,83.586,87.168,90.75,94.332,97.913,101.495,105.077,108.659
1017,1,94.3541,0.03798,80.02,83.603,87.187,90.771,94.354,97.938,101.521,105.105,108.688
1018,1,94.3765,0.03798,80.039,83.623,87.208,90.792,94.376,97.961,101.545,105.13,108.714
